posted,neighborhood,post title,number bedrooms,sqft,URL,price,Sauna,bedrooms,longitude,name,latitude,bathrooms_level_two,streetAddress,country,locality,postal,region,housing_type
2023-02-01,Downtown,Stunning 2 Bed 2 Bath Luxury Condo in Shangri-La,2.0,1095.0,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-bed-bath-luxury/7582599565.html,5995,True,2.0,-123.1158,Stunning 2 Bed 2 Bath Luxury Condo in Shangri-La,49.2866,2.0,,CA,Vancouver,V6C2Y2,BC,Apartment
2023-02-01,Granville At 70Th,4 BDRM + Den Townhouse for rent,4.0,1530.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bdrm-den-townhouse-for-rent/7578973510.html,4500,True,4.0,-123.141879,4 BDRM + Den Townhouse for rent,49.209635,4.0,,CA,Vancouver,V6P2V3,BC,Apartment
2023-02-01,Coquitlam,Burquitlam 1 Bed + Den 1 Bath Condo in Lougheed Heights,1.0,720.0,https://vancouver.craigslist.org/van/apa/d/coquitlam-north-burquitlam-bed-den-bath/7577875267.html,2495,True,1.0,-122.8716,Burquitlam 1 Bed + Den 1 Bath Condo in Lougheed Heights,49.265,1.0,,CA,Coquitlam North,V3J,BC,Apartment
2023-02-01,Downtown,3 Bed + Den 2 Bath Condo w/ City and Mountain Views,3.0,1268.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-den-bath-condo-city-and/7577873199.html,5295,True,3.0,-123.1158,3 Bed + Den 2 Bath Condo w/ City and Mountain Views,49.2866,2.0,,CA,Vancouver,V6C2Y2,BC,Apartment
2023-02-01,Delta,Tsawwassen - 5 Bed - 5 Bath Newly Renovated House with Indoor Pool,5.0,4500.0,https://vancouver.craigslist.org/rds/apa/d/delta-tsawwassen-bed-bath-newly/7577919090.html,6895,True,5.0,-123.08063,Tsawwassen - 5 Bed - 5 Bath Newly Renovated House with Indoor Pool,49.011715,5.0,Tralee Crescent,CA,Delta,V4M3R9,BC,House
2023-02-01,Dunbar - Southlands,Luxury House for Rent - 5 Bed 7 Bath w/ Private Outdoor Patio,5.0,5000.0,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-house-for-rent-bed/7577917077.html,14995,True,5.0,-123.2088,Luxury House for Rent - 5 Bed 7 Bath w/ Private Outdoor Patio,49.2491,7.0,,CA,Vancouver,V6S,BC,House
2023-02-01,Burnaby,Prime Location -The core of the Amazing Brentwood furnished Condo,1.0,850.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-prime-location-the-core-of-the/7582980514.html,2900,True,1.0,-123.008767,Prime Location -The core of the Amazing Brentwood furnished Condo,49.267211,1.0,Madison Ave,CA,Burnaby,V5C5A6,BC,Apartment
2023-02-01,Vancouver,Yaletown Furnished Luxury Condo w/ Unobstructed View @ The Mark (4503),2.0,955.0,https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-furnished-luxury/7574542185.html,4950,True,2.0,-123.127468,Yaletown Furnished Luxury Condo w/ Unobstructed View @ The Mark (4503),49.274549,2.0,,CA,Vancouver,V6B3P3,BC,Apartment
2023-02-01,Vancouver,Downtown Furnished Luxury Condo w/ Water Views @ The Discovery (2206),1.0,961.0,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-furnished-luxury/7584812100.html,4995,True,1.0,-123.131826,Downtown Furnished Luxury Condo w/ Water Views @ The Discovery (2206),49.274231,2.0,,CA,Vancouver,V6Z2N1,BC,Apartment
2023-02-01,Sechelt,31' liveaboard trawler boat in exhange for handiman work - Sechelt,1.0,250.0,https://vancouver.craigslist.org/van/apa/d/sechelt-31-liveaboard-trawler-boat-in/7584791285.html,123,True,,,,,,,,,,,
2023-02-01,No 3 Rd. & Capstan Way,"★ ★ 3 Bd/3 Bath + Storage, Beautiful View  ★",3.0,1357.0,https://vancouver.craigslist.org/rch/apa/d/richmond-bd-bath-storage-beautiful-view/7581687276.html,3880,True,3.0,-123.131729,"★ ★ 3 Bd/3 Bath + Storage, Beautiful View  ★",49.189891,3.0,No 3 rd,CA,Richmond,V6X2B6,BC,Apartment
2023-02-01,Vancouver,BRAND NEW condo @ Cambie Gardens - 1bed 1bath,1.0,530.0,https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-condo-cambie/7582753222.html,2450,True,1.0,-123.117481,BRAND NEW condo @ Cambie Gardens - 1bed 1bath,49.217268,1.0,,CA,Vancouver,V6P1X5,BC,Apartment
2023-02-01,"Vancouver, Bc",RARE VACANCY in this Luxury Condo! Available For Rent!,1.0,555.0,https://vancouver.craigslist.org/van/apa/d/vancouver-rare-vacancy-in-this-luxury/7580140905.html,2950,True,1.0,-123.1139,RARE VACANCY in this Luxury Condo! Available For Rent!,49.2788,1.0,One Pacific,CA,Vancouver,V6B2P2,BC,Apartment
2023-02-01,Vancouver,Just Listed! Bright Furnished 1 Bedroom Condo + Den Space For Rent!,1.0,560.0,https://vancouver.craigslist.org/van/apa/d/vancouver-just-listed-bright-furnished/7582329200.html,2950,True,1.0,-123.1139,Just Listed! Bright Furnished 1 Bedroom Condo + Den Space For Rent!,49.2788,1.0,Spectrum 3,CA,Vancouver,V6B2P2,BC,Apartment
2023-02-01,Vancouver,House in South Granville Area,5.0,3500.0,https://vancouver.craigslist.org/van/apa/d/vancouver-house-in-south-granville-area/7582631015.html,5900,True,,,,,,,,,,,
2023-02-01,Brentwood,Bright 1 bedroom unfurnished townhouse loft available Now,1.0,750.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bright-bedroom-unfurnished/7574334219.html,2500,True,1.0,-123.012362,Bright 1 bedroom unfurnished townhouse loft available Now,49.264465,2.0,4178 Dawson st,CA,Burnaby,V5C0K1,BC,House
2023-02-01,Downtown,"sub penthouse with views of false Creek, mountain &Lion Gate",2.0,1072.0,https://vancouver.craigslist.org/van/apa/d/vancouver-sub-penthouse-with-views-of/7583673434.html,6200,True,2.0,-123.129959,"sub penthouse with views of false Creek, mountain &Lion Gate",49.277689,2.0,Hornby street,CA,Vancouver,V6Z1Z1,BC,Apartment
2023-02-01,One Burrard Place Dt Vancouver,"fantastic Ocean, Stanley park views with 2 parking stalls",2.0,1076.0,https://vancouver.craigslist.org/van/apa/d/vancouver-fantastic-ocean-stanley-park/7583678448.html,6800,True,2.0,-123.129787,"fantastic Ocean, Stanley park views with 2 parking stalls",49.277465,2.0,Hornby street,CA,Vancouver,V6Z1W7,BC,Apartment
2023-02-01,Richmond,Furnished brand new 2B2B apartment at Richmond,2.0,800.0,https://vancouver.craigslist.org/rch/apa/d/richmond-furnished-brand-new-2b2b/7584724790.html,3400,True,2.0,-123.133707,Furnished brand new 2B2B apartment at Richmond,49.166492,2.0,8133 Cook Rd,CA,Richmond,V6Y1T8,BC,Apartment
2023-02-01,North Vancouver,Brand New One-Bedroom Apartment in North Vancouver,1.0,585.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-brand-new-one-bedroom/7580882061.html,2850,True,1.0,-123.122964,Brand New One-Bedroom Apartment in North Vancouver,49.324758,1.0,1632 Lions Gate Lane,CA,North Vancouver,V7P3G2,BC,Apartment
2023-02-01,Surrey,Surrey Park Boulevard luxury 1bed 1den apartment for rent,1.0,600.0,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-surrey-park/7576088700.html,2000,True,1.0,-122.8454,Surrey Park Boulevard luxury 1bed 1den apartment for rent,49.1894,1.0,Whalley Blvd,CA,Surrey Inner Northwest,V3T,BC,Apartment
2023-02-01,North Vancouver,2 bed 2 bath corner unit brand new Lower capilano balcony storage Park,2.0,811.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-bed-bath/7584716857.html,3500,True,2.0,-123.1149,2 bed 2 bath corner unit brand new Lower capilano balcony storage Park,49.322,2.0,1675 Lions Gate Lane,CA,North Vancouver Southwest,V7P,BC,Apartment
2023-02-01,Vancouver,Vancouver west side 3 bedrooms 2 bathroom for rent,3.0,1200.0,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-west-side-bedrooms/7584705835.html,5500,True,3.0,-123.1396,Vancouver west side 3 bedrooms 2 bathroom for rent,49.2151,2.0,,CA,Vancouver,V6P4Z2,BC,Apartment
2023-02-01,Burquitlam,NEW FURNISHED Utilities/WiFi included 40th Fl 2BED+DEN 567 CLARKE&COMO,2.0,1216.0,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-new-furnished-utilities-wifi/7578955454.html,3900,True,2.0,-122.891594,NEW FURNISHED Utilities/WiFi included 40th Fl 2BED+DEN 567 CLARKE&COMO,49.260338,2.0,clarke,CA,Coquitlam,V3J7X7,BC,Apartment
2023-02-01,Coquitlam,NEW FURNISHED Short or Long Term 2 BED + DEN w A/C Burquitlam,2.0,1216.0,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-new-furnished-short-or-long/7577209135.html,3900,True,2.0,-122.891594,NEW FURNISHED Short or Long Term 2 BED + DEN w A/C Burquitlam,49.260338,2.0,clarke,CA,Coquitlam,V3J7X7,BC,Apartment
2023-02-01,Downtown,"Modern,  Furnished + Pet Friendly Condo w/ Parking",1.0,600.0,https://vancouver.craigslist.org/van/apa/d/vancouver-modern-furnished-pet-friendly/7584706825.html,2900,True,1.0,-123.118127,"Modern,  Furnished + Pet Friendly Condo w/ Parking",49.27592,1.0,1008 Cambie Street,CA,Vancouver,V6B6J6,BC,Apartment
2023-02-01,Downtown,☆☆☆ ☆ ☆ One Bedroom+Den+Flex (FURNISHED)☆☆☆,2.0,581.0,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroomdenflex-furnished/7580672315.html,3000,True,2.0,-123.113887,☆☆☆ ☆ ☆ One Bedroom+Den+Flex (FURNISHED)☆☆☆,49.275365,1.0,68 Smithe Street,CA,Vancouver,V6B8P8,BC,Apartment
2023-02-01,North Vancouver,"Luxury studio suite, two weeks free promotion!",,453.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-luxury-studio-suite-two/7584693950.html,2500,True,,,,,,,,,,,
2023-02-01,Downtown,2 BED+DEN at TV Towers 2 Unfurnished,2.0,980.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedden-at-tv-towers/7584704552.html,4000,True,2.0,-123.115464,2 BED+DEN at TV Towers 2 Unfurnished,49.278284,2.0,233 Robson Street,CA,Vancouver,V6B0B4,BC,Apartment
2023-02-01,Lions Gate Village,Brand new Jr. 2 Bedroom + 1 Bath luxury Condo at Park West ~VIEW VIEW,2.0,619.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-brand-new-jr-bedroom/7575576125.html,3000,True,2.0,-123.122584,Brand new Jr. 2 Bedroom + 1 Bath luxury Condo at Park West ~VIEW VIEW,49.324958,1.0,1632 Lions Gate Lane,CA,North Vancouver,V7P3G2,BC,Apartment
2023-02-01,Burnaby Newwest,Spacious 1 Bed 1 Bath High Rise Condo in Edmonds Burnaby,1.0,588.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bed-bath-high-rise/7584701065.html,2350,True,1.0,-122.949543,Spacious 1 Bed 1 Bath High Rise Condo in Edmonds Burnaby,49.218763,1.0,,CA,Burnaby,V3N3B7,BC,Apartment
2023-02-01,Coquitlam,Two Bedrooms Plus Den,2.0,1049.0,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-two-bedrooms/7575406810.html,2950,True,2.0,-122.7649,Two Bedrooms Plus Den,49.274,2.0,1178,CA,Port Coquitlam Central,V3B,BC,Apartment
2023-02-01,Burnaby,Apartment available for rent,2.0,830.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-apartment-available-for-rent/7584699842.html,3200,True,2.0,-123.00877,Apartment available for rent,49.221044,2.0,6000 McKay Ave,CA,Burnaby,V5J3R9,BC,Apartment
2023-02-01,North Vancouver,Bright One Bedroom View Apartment,1.0,588.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-bright-one/7584699813.html,1850,True,1.0,-123.1149,Bright One Bedroom View Apartment,49.322,1.0,,CA,North Vancouver Southwest,V7P,BC,Apartment
2023-02-01,No 3 Rd. & Capstan Way,"★ ★ 3 Bd/3 Bath + Storage, Beautiful View  ★",3.0,1357.0,https://vancouver.craigslist.org/rch/apa/d/richmond-bd-bath-storage-beautiful-view/7582784528.html,3880,True,3.0,-123.132041,"★ ★ 3 Bd/3 Bath + Storage, Beautiful View  ★",49.189804,3.0,No 3 rd,CA,Richmond,V6X2B6,BC,Apartment
2023-02-01,Fairview,Large 1BR+2 solariums in Fairview,1.0,712.0,https://vancouver.craigslist.org/van/apa/d/vancouver-large-1br2-solariums-in/7581861513.html,2495,True,1.0,-123.134487,Large 1BR+2 solariums in Fairview,49.263737,1.0,1268 West Broadway,CA,Vancouver,V6H4C2,BC,Apartment
2023-02-02,Coquitlam,BEST!! New Kitchen & New Floors,2.0,1050.0,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-best-new-kitchen-new/7585044018.html,1950,False,2.0,-122.772936,BEST!! New Kitchen & New Floors,49.271379,1.0,2161 Prairie Ave,CA,Port Coquitlam,V3B1Y1,BC,House
2023-02-02,Vancouver,South Vancouver Cozy Bright Laneway spacious bedrooms,2.0,700.0,https://vancouver.craigslist.org/van/apa/d/vancouver-south-vancouver-cozy-bright/7578642906.html,2500,False,2.0,-123.0683,South Vancouver Cozy Bright Laneway spacious bedrooms,49.222,1.0,,CA,Vancouver,V5P,BC,House
2023-02-02,Langley,"Brand New Townhouse -2 Br plus den, 2.5 Ba -Must See",2.0,1290.0,https://vancouver.craigslist.org/rds/apa/d/langley-brand-new-townhouse-br-plus-den/7583386132.html,2930,False,2.0,-122.662904,"Brand New Townhouse -2 Br plus den, 2.5 Ba -Must See",49.155578,3.0,20189 84 Ave,CA,Langley,V2Y1Z6,BC,House
2023-02-02,Delta,"4 Bedroom home in North Delta, Big yard,FULLY FURNISHED",4.0,3200.0,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-bedroom-home-in-north/7585043624.html,4000,False,4.0,-122.9124,"4 Bedroom home in North Delta, Big yard,FULLY FURNISHED",49.1551,3.0,,CA,Delta Northeast,V4C,BC,House
2023-02-02,Surrey,Newly renovated house for rent,4.0,,https://vancouver.craigslist.org/rds/apa/d/surrey-newly-renovated-house-for-rent/7581774952.html,2500,False,4.0,-122.8453,Newly renovated house for rent,49.1387,2.0,Scott road 120st,CA,Surrey,V3W0H9,BC,House
2023-02-02,Delta,"5 Bedroom home in North Delta, Big yard. FULLY FURNISHED",4.0,3200.0,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-bedroom-home-in-north/7585043180.html,4000,False,4.0,-122.9124,"5 Bedroom home in North Delta, Big yard. FULLY FURNISHED",49.1551,3.0,,CA,Delta Northeast,V4C,BC,House
2023-02-02,Vancouver,Studio Apartment,,,https://vancouver.craigslist.org/van/apa/d/vancouver-studio-apartment/7583693097.html,1475,False,,,,,,,,,,,
2023-02-02,Vancouver,Beautiful updated one bedroom Feb 15,1.0,600.0,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-updated-one-bedroom/7585042581.html,1900,False,1.0,-123.138961,Beautiful updated one bedroom Feb 15,49.206341,1.0,8738 French St,CA,Vancouver,V6P3B7,BC,Apartment
2023-02-02,Vancouver,3 bedrooms suite in Dunbar,3.0,1400.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedrooms-suite-in-dunbar/7585042586.html,3800,False,3.0,-123.187702,3 bedrooms suite in Dunbar,49.255839,2.0,19th ave,CA,Vancouver,V5M3V9,BC,House
2023-02-02,Vancouver,House for rent,3.0,680.0,https://vancouver.craigslist.org/van/apa/d/vancouver-house-for-rent/7585042503.html,2250,False,3.0,-123.066273,House for rent,49.228624,2.0,Beatrice street,CA,Vancouver,V5P3X1,BC,House
2023-02-02,Surrey,"South Surrey 2 bedroom Condo for rent ,close Top school ,South Ridge",2.0,950.0,https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-bedroom-condo-for/7575440830.html,2500,False,2.0,-122.8251,"South Surrey 2 bedroom Condo for rent ,close Top school ,South Ridge",49.1064,2.0,,CA,Surrey,V3Z,BC,Apartment
2023-02-02,North Vancouver,(ORCA_REF#202-241)***Vibrant Lifestyle Awaits at this 662 sqft 1 bed,1.0,662.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orcaref-vibrant/7585042336.html,2150,False,1.0,-123.0576,(ORCA_REF#202-241)***Vibrant Lifestyle Awaits at this 662 sqft 1 bed,49.316,1.0,241 St. Andrews Avenue,CA,North Vancouver,V7L3W7,BC,Apartment
2023-02-02,Burnaby,Newly renovated 3 bedroom 1 bathroom upper floor for rent,3.0,1200.0,https://vancouver.craigslist.org/van/apa/d/burnaby-newly-renovated-bedroom/7583379300.html,3000,False,3.0,-122.96526,Newly renovated 3 bedroom 1 bathroom upper floor for rent,49.221114,1.0,6667 Elwell street,CA,Burnaby,V5E2W2,BC,House
2023-02-02,Richmond,2 Bedroom Pet Friendly Suite with Pool,2.0,,https://vancouver.craigslist.org/rch/apa/d/richmond-bedroom-pet-friendly-suite/7585042184.html,2190,False,,,,,,,,,,,
2023-02-02,Mount Pleasant,Elegant 2 BdRm Main Flr of Hse 2500/Mth,2.0,1200.0,https://vancouver.craigslist.org/van/apa/d/vancouver-elegant-bdrm-main-flr-of-hse/7576744252.html,2500,False,,,,,,,,,,,
2023-02-02,Delta,"3 Bedroom home in Ladner, Big yard, close to amenities",3.0,2000.0,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-bedroom-home-in-ladner/7585041818.html,3600,False,3.0,-122.9124,"3 Bedroom home in Ladner, Big yard, close to amenities",49.1551,1.0,,CA,Delta Northeast,V4C,BC,House
2023-02-02,Mount Pleasant,Furnished 3 Brm Grd Flr 2200/Mnth,3.0,850.0,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-brm-grd-flr-2200/7578642543.html,2200,False,,,,,,,,,,,
2023-02-02,Downtown,Available Feb 1st Furnished 2 Bedroom Loft 833 Seymour Robson Downtown,2.0,1125.0,https://vancouver.craigslist.org/van/apa/d/vancouver-available-feb-1st-furnished/7583107952.html,3600,False,2.0,-123.11923,Available Feb 1st Furnished 2 Bedroom Loft 833 Seymour Robson Downtown,49.280684,2.0,833 Seymour Street,CA,Vancouver,V6B1H3,BC,Apartment
2023-02-02,New Westminster,Beautiful studio with utilities and wifi included,,100.0,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-beautiful-studio-with/7585041527.html,1200,False,,,,,,,,,,,
2023-02-02,Surrey,2bedroom  2 washroom for rent,2.0,1000.0,https://vancouver.craigslist.org/rds/apa/d/surrey-2bedroom-washroom-for-rent/7578185795.html,1850,False,2.0,-122.827606,2bedroom  2 washroom for rent,49.105956,2.0,,CA,Surrey,V3X1B1,BC,House
2023-02-02,Surrey,2bedroom  2 washroom for rent,2.0,1000.0,https://vancouver.craigslist.org/rds/apa/d/surrey-2bedroom-washroom-for-rent/7574535651.html,1800,False,2.0,-122.8228,2bedroom  2 washroom for rent,49.10708,2.0,,CA,Surrey,V3X1A9,BC,House
2023-02-02,Surrey,2bedroom  2 washroom for rent,2.0,1000.0,https://vancouver.craigslist.org/rds/apa/d/surrey-2bedroom-washroom-for-rent/7577854666.html,1850,False,2.0,-122.760201,2bedroom  2 washroom for rent,49.106691,2.0,,CA,Surrey,V3S1H8,BC,Apartment
2023-02-02,New Westminster,Beautiful One Bedroom Suite Utilities included and pet friendly,1.0,400.0,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-beautiful-one-bedroom/7585040642.html,1700,False,1.0,-122.910769,Beautiful One Bedroom Suite Utilities included and pet friendly,49.210561,1.0,240 Third St,CA,New Westminster,V3L1L9,BC,Apartment
2023-02-02,Burnaby,Ground Level 2 Bed 1 Bath Suite for rent,2.0,700.0,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-ground-level-bed-bath/7585036544.html,1650,False,2.0,-122.7326,Ground Level 2 Bed 1 Bath Suite for rent,49.1707,1.0,110 Ave,CA,Surrey Northeast,V4N,BC,Apartment
2023-02-02,New Westminster,Fully renovated   1 bedroom apartment,1.0,,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-fully/7585039130.html,1900,False,1.0,-122.923547,Beautiful big fully renovated   1 bedroom apartment,49.206143,1.0,1012 4 th ave,CA,New Westminster,V3M3Y6,BC,Apartment
2023-02-02,Surrey,North Surrey - 2 story Rancher available now,4.0,,https://vancouver.craigslist.org/rds/apa/d/surrey-outer-northwest-north-surrey/7585038383.html,3000,False,4.0,-122.873,North Surrey - 2 story Rancher available now,49.1889,2.0,,CA,Surrey Outer Northwest,V3V,BC,House
2023-02-02,Vancouver,1 Bedroom Short Term Fully Furnished Executive Garden Apartment,1.0,500.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-short-term-fully/7585038210.html,2300,False,1.0,-123.0667,1 Bedroom Short Term Fully Furnished Executive Garden Apartment,49.2795,1.0,,CA,Vancouver,V5L1W7,BC,Apartment
2023-02-02,Downtown,1 Bedroom Luxury Furnished Apartment Rental at The Murchies Building,1.0,797.0,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-luxury-furnished/7585037033.html,2790,False,1.0,-123.120062,1 Bedroom Luxury Furnished Apartment Rental at The Murchies Building,49.277155,1.0,,CA,Vancouver,V6B2X1,BC,Apartment
2023-02-02,New Westminster,Luxury 1 bedroom/high ceilings/in suite laundry/close to Skytrain,1.0,523.0,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-luxury-bedroom-high/7583654240.html,2225,False,1.0,-122.908446,Luxury 1 bedroom/high ceilings/in suite laundry/close to Skytrain,49.20454,1.0,527 Carnarvon Street,CA,New Westminster,V3L0J4,BC,Apartment
2023-02-02,Downtown,"Fully furnished 2BR+2 Baths at the Hudson, all appliances. #1407",2.0,900.0,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-2br2-baths-at/7585035634.html,4250,False,2.0,-123.116494,"Fully furnished 2BR+2 Baths at the Hudson, all appliances. #1407",49.283141,2.0,,CA,Vancouver,V6C2N3,BC,Apartment
2023-02-02,New Westminster,Call me Home near Queens Park,2.0,,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-call-me-home-near/7585037035.html,1750,False,2.0,-122.902744,Call me Home near Queens Park,49.20993,1.0,52 Royal Avenue,CA,New Westminster,V3L2G1,BC,Apartment
2023-02-02,Vancouver,Boutique Fully Reno’d Pet Friendly Junior 1BR,1.0,400.0,https://vancouver.craigslist.org/van/apa/d/vancouver-boutique-fully-renod-pet/7584025671.html,1850,False,1.0,-123.1393,Boutique Fully Reno’d Pet Friendly Junior 1BR,49.2064,1.0,,CA,Vancouver,V6P4W8,BC,Apartment
2023-02-02,North Vancouver,2 bedroom suite -North Vancouver,2.0,800.0,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bedroom-suite-north/7585036796.html,2100,False,2.0,-123.067717,2 bedroom suite -North Vancouver,49.313009,1.0,318 6th Street West,CA,North Vancouver,V7L1P7,BC,Apartment
2023-02-02,Kitsilano,Monthly Rental Kitsilano fully furnished 1 Bedroom on Broadway,1.0,670.0,https://vancouver.craigslist.org/van/apa/d/vancouver-monthly-rental-kitsilano/7585036732.html,2850,False,1.0,-123.151996,Monthly Rental Kitsilano fully furnished 1 Bedroom on Broadway,49.263597,1.0,Broadway,CA,Vancouver,V6J1Z4,BC,Apartment
2023-02-02,Vancouver,Newer 2 Bedrooms Laneway House for Rent,2.0,716.0,https://vancouver.craigslist.org/van/apa/d/vancouver-newer-bedrooms-laneway-house/7585036467.html,2650,False,2.0,-123.076422,Newer 2 Bedrooms Laneway House for Rent,49.215513,2.0,1448-3,CA,Vancouver,V5P2G6,BC,House
2023-02-02,Surrey,2 Bedroom Basement Suite,2.0,,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-basement-suite/7585036299.html,1400,False,2.0,-122.777779,2 Bedroom Basement Suite,49.01657,1.0,18 - 172 Street,CA,Surrey,V4A1A1,BC,House
2023-02-02,Mount Pleasant,ELEGANT 2 BRm MAIN Flr 2500/mnth,2.0,1200.0,https://vancouver.craigslist.org/van/apa/d/vancouver-elegant-brm-main-flr-2500-mnth/7585036034.html,2500,False,,,,,,,,,,,
2023-02-02,Burnaby,2BED/DEN Rental Homes at The Amazing Brentwood (FIRST MONTH FREE),2.0,885.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2bed-den-rental-homes-at-the/7585029787.html,3375,False,2.0,-123.002543,2BED/DEN Rental Homes at The Amazing Brentwood (FIRST MONTH FREE),49.266957,2.0,1820 Willingdon Ave,CA,Burnaby,V5C6R5,BC,Apartment
2023-02-02,Vancouver,Fully Furnished 2 Bed/2 Bath at COAL HARBOUR - #401,2.0,1000.0,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-bed-bath-at/7585034853.html,4200,False,2.0,-123.126687,Fully Furnished 2 Bed/2 Bath at COAL HARBOUR - #401,49.289607,2.0,588 Broughton St,CA,Vancouver,V6E4P1,BC,Apartment
2023-02-02,Mount Pleasant,Beautiful studio at The DUKE,,417.0,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-studio-at-the-duke/7582920307.html,2375,False,,,,,,,,,,,
2023-02-02,Downtown,2 BED 1 BATH BURNABY MAIN LEVEL OF HOUSE FOR RENT -  1 FEB,2.0,,https://vancouver.craigslist.org/van/apa/d/burnaby-bed-bath-burnaby-main-level-of/7579642181.html,2600,False,2.0,-122.936239,2 BED 1 BATH BURNABY MAIN LEVEL OF HOUSE FOR RENT -  1 FEB,49.216644,1.0,Davies Street,CA,Burnaby,V3N2K1,BC,Apartment
2023-02-02,Burnaby,Amazing Brentwood Tower 2 2b2b,2.0,733.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-amazing-brentwood-tower-2b2b/7581909964.html,3000,False,2.0,-123.007,Amazing Brentwood Tower 2 2b2b,49.274,2.0,,CA,Burnaby,V5C,BC,Apartment
2023-02-02,Burnaby,2BED/DEN Rental Homes at The Amazing Brentwood (FIRST MONTH FREE),2.0,885.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2bed-den-rental-homes-at-the/7585030200.html,3520,False,2.0,-123.002543,2BED/DEN Rental Homes at The Amazing Brentwood (FIRST MONTH FREE),49.266957,2.0,1820 Willingdon Ave,CA,Burnaby,V5C6R5,BC,Apartment
2023-02-02,Coquitlam,"LARGE, BRIGHT AND CLEAN 2 BEDROOM SUITE",2.0,1100.0,https://vancouver.craigslist.org/pml/apa/d/large-bright-and-clean-bedroom-suite/7585033367.html,2150,False,2.0,-122.776852,"LARGE, BRIGHT AND CLEAN 2 BEDROOM SUITE",49.287795,1.0,,,,,,
2023-02-02,Burnaby,Family home --Burnaby North,3.0,1354.0,https://vancouver.craigslist.org/bnc/apa/d/burnaby-family-home-burnaby-north/7585032334.html,3050,False,,,,,,,CA,Burnaby,V5B,BC,Apartment
2023-02-02,New Westminster,Very Spacious Bachelor Suite RENOVATED!!,1.0,,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-very-spacious/7585032162.html,1350,False,3.0,-122.9761,Family home --Burnaby North,49.2769,2.0,251 Phillips Street,CA,New Westminster Southwest,V3M,BC,House
2023-02-02,North Shore,Brand new 2 bed 2 bath in the luxurious Park West,2.0,811.0,https://vancouver.craigslist.org/nvn/apa/d/burnaby-brand-new-bed-bath-in-the/7585031772.html,3750,False,1.0,-122.9384,Very Spacious Bachelor Suite RENOVATED!!,49.1886,1.0,301-1632,CA,Burnaby,V3J7J4,BC,Apartment
